player_name,Unnamed: 0,age,player_height,player_weight,gp,pts_media_carrera,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,pts_22_23
Bruno Fernando,11340.333333333334,22.0,205.74,108.86208,39.666666666666664,2.9,2.566666666666667,0.4666666666666666,-7.233333333333333,0.08433333333333333,0.21933333333333335,0.15899999999999995,0.5626666666666666,0.08399999999999992,3.9
Bryn Forbes,10599.833333333334,25.5,189.23000000000002,89.58442000000001,67.66666666666667,8.549999999999999,1.6166666666666665,1.1666666666666667,-1.683333333333333,0.00749999999999995,0.07433333333333332,0.1795,0.5579999999999999,0.09266666666666663,3.6
Buddy Hield,10598.666666666666,26.333333333333332,193.04,98.429464,78.0,16.033333333333335,4.3,2.5500000000000003,-3.1166666666666667,0.024166666666666666,0.12283333333333334,0.2285,0.561,0.12899999999999998,16.8
CJ McCollum,9839.222222222223,26.0,191.34666666666666,87.69445333333334,65.55555555555556,18.41111111111111,3.3333333333333335,3.3555555555555556,1.9333333333333331,0.019444444444444445,0.09077777777777778,0.2502222222222222,0.5493333333333333,0.16788888888888887,20.9
Cade Cunningham,11909.0,20.0,198.12,99.79024,64.0,17.4,5.5,5.6,-6.2,0.026,0.143,0.273,0.504,0.283,19.9
Caleb Martin,11342.333333333334,25.0,195.58,92.98636,43.666666666666664,6.8,2.8666666666666667,1.2333333333333334,0.5333333333333332,0.04,0.10833333333333334,0.15799999999999995,0.557,0.10433333333333333,9.6
Cam Reddish,11343.666666666666,21.0,203.19999999999996,98.73185866666665,44.333333333333336,10.6,3.266666666666667,1.2666666666666666,-6.7,0.023999999999999966,0.09799999999999999,0.19366666666666665,0.5103333333333333,0.07433333333333333,9.7
Cam Thomas,11895.0,20.0,190.5,95.25432,67.0,8.5,2.4,1.2,-6.4,0.013,0.118,0.212,0.519,0.102,10.6
Cameron Johnson,11343.666666666666,25.0,203.19999999999996,95.25432,61.0,10.299999999999999,3.5666666666666664,1.3666666666666665,4.3,0.027666666666666662,0.11666666666666665,0.1606666666666666,0.5913333333333334,0.08,15.5
Cameron Payne,10340.0,24.0,188.32285714285715,83.84972114285713,39.857142857142854,7.914285714285714,2.414285714285714,3.1999999999999997,0.4285714285714288,0.0174285714285714,0.109,0.19757142857142854,0.5182857142857143,0.248,10.3
Caris LeVert,10597.333333333334,24.5,199.39,92.60836666666667,53.0,14.983333333333333,3.8833333333333333,3.983333333333333,-1.8500000000000003,0.026,0.10816666666666665,0.23833333333333329,0.5266666666666667,0.22399999999999998,12.1
Carlik Jones,11889.0,24.0,182.88,78.92500799999999,5.0,0.8,0.6,1.0,-33.1,0.042,0.069,0.22,0.2019999999999999,0.417,2.9
